"name","value","Game","target"
"DQN noop",-13062.3,"Skiing",13455
"DQN noop",3482.8,"Solaris",17118
"DQN noop",18098.9,"Yars Revenge",5650
"DQN noop",23633,"Defender",18688.9
"DQN noop",-5.6,"Surround",6.5
"DQN-CTS",31.7,"Freeway",29.6
"DQN-CTS",498.3,"Gravitar",2672
"DQN-CTS",3705.5,"Montezuma's Revenge",4367
"DQN-CTS",8358.7,"Private Eye",69571
"DQN-CTS",82.2,"Venture",1188
"DQN-CTS",0,"Pitfall!",22736.3
"DQN-CTS",2863.6,"Solaris",17118
"DQN-PixelCNN",31.7,"Freeway",29.6
"DQN-PixelCNN",859.1,"Gravitar",2672
"DQN-PixelCNN",2514.3,"Montezuma's Revenge",4367
"DQN-PixelCNN",15806.5,"Private Eye",69571
"DQN-PixelCNN",1356.25,"Venture",1188
"DQN-PixelCNN",0,"Pitfall!",22736.3
"DQN-PixelCNN",5501.5,"Solaris",17118
"Duel hs",1486.5,"Alien",6875
"Duel hs",172.7,"Amidar",1676
"Duel hs",3994.8,"Assault",1496
"Duel hs",15840,"Asterix",8503
"Duel hs",2035.4,"Asteroids",13157
"Duel hs",445360,"Atlantis",29028
"Duel hs",1129.3,"Bank Heist",734.4
"Duel hs",31320,"Battle Zone",37800
"Duel hs",14591.3,"Beam Rider",7456
"Duel hs",910.6,"Berzerk",2630.4
"Duel hs",65.7,"Bowling",154.8
"Duel hs",77.3,"Boxing",4.3
"Duel hs",411.6,"Breakout",31.8
"Duel hs",4881,"Centipede",11963
"Duel hs",3784,"Chopper Command",9882
"Duel hs",124566,"Crazy Climber",35411
"Duel hs",56322.8,"Demon Attack",3401
"Duel hs",-0.8,"Double Dunk",-15.5
"Duel hs",2077.4,"Enduro",309.6
"Duel hs",-4.1,"Fishing Derby",5.5
"Duel hs",0.2,"Freeway",29.6
"Duel hs",2332.4,"Frostbite",4355
"Duel hs",20051.4,"Gopher",2321
"Duel hs",297,"Gravitar",2672
"Duel hs",15207.9,"HERO",25763
"Duel hs",-1.3,"Ice Hockey",0.9
"Duel hs",835.5,"James Bond",406.7
"Duel hs",10334,"Kangaroo",3035
"Duel hs",8051.6,"Krull",2395
"Duel hs",24288,"Kung-Fu Master",22736
"Duel hs",22,"Montezuma's Revenge",4367
"Duel hs",2250.6,"Ms. Pacman",15693
"Duel hs",11185.1,"Name This Game",4076
"Duel hs",18.8,"Pong",9.3
"Duel hs",292.6,"Private Eye",69571
"Duel hs",14175.8,"Q*Bert",13455
"Duel hs",16569.4,"River Raid",13513
"Duel hs",58549,"Road Runner",7845
"Duel hs",62,"Robotank",11.9
"Duel hs",37361.6,"Seaquest",20182
"Duel hs",5993.1,"Space Invaders",1652
"Duel hs",90804,"Star Gunner",10250
"Duel hs",4.4,"Tennis",-8.9
"Duel hs",6601,"Time Pilot",5925
"Duel hs",48,"Tutankham",167.6
"Duel hs",24759.2,"Up and Down",9082
"Duel hs",200,"Venture",1188
"Duel hs",110976.2,"Video Pinball",17298
"Duel hs",7054,"Wizard of Wor",4757
"Duel hs",10164,"Zaxxon",9173
"Duel hs",20410.5,"Phoenix",2665.5
"Duel hs",-46.9,"Pitfall!",22736.3
"Duel hs",-11928,"Skiing",13455
"Duel hs",1768.4,"Solaris",17118
"Duel hs",25976.5,"Yars Revenge",5650
"Duel hs",33996,"Defender",18688.9
"Duel hs",4,"Surround",6.5
"Duel noop",4461.4,"Alien",6875
"Duel noop",2354.5,"Amidar",1676
"Duel noop",4621,"Assault",1496
"Duel noop",28188,"Asterix",8503
"Duel noop",2837.7,"Asteroids",13157
"Duel noop",382572,"Atlantis",29028
"Duel noop",1611.9,"Bank Heist",734.4
"Duel noop",37150,"Battle Zone",37800
"Duel noop",12164,"Beam Rider",7456
"Duel noop",1472.6,"Berzerk",2630.4
"Duel noop",65.5,"Bowling",154.8
"Duel noop",99.4,"Boxing",4.3
"Duel noop",345.3,"Breakout",31.8
"Duel noop",7561.4,"Centipede",11963
"Duel noop",11215,"Chopper Command",9882
"Duel noop",143570,"Crazy Climber",35411
"Duel noop",60813.3,"Demon Attack",3401
"Duel noop",0.1,"Double Dunk",-15.5
"Duel noop",2258.2,"Enduro",309.6
"Duel noop",46.4,"Fishing Derby",5.5
"Duel noop",0,"Freeway",29.6
"Duel noop",4672.8,"Frostbite",4355
"Duel noop",15718.4,"Gopher",2321
"Duel noop",588,"Gravitar",2672
"Duel noop",20818.2,"HERO",25763
"Duel noop",0.5,"Ice Hockey",0.9
"Duel noop",1312.5,"James Bond",406.7
"Duel noop",14854,"Kangaroo",3035
"Duel noop",11451.9,"Krull",2395
"Duel noop",34294,"Kung-Fu Master",22736
"Duel noop",0,"Montezuma's Revenge",4367
"Duel noop",6283.5,"Ms. Pacman",15693
"Duel noop",11971.1,"Name This Game",4076
"Duel noop",21,"Pong",9.3
"Duel noop",103,"Private Eye",69571
"Duel noop",19220.3,"Q*Bert",13455
"Duel noop",21162.6,"River Raid",13513
"Duel noop",69524,"Road Runner",7845
"Duel noop",65.3,"Robotank",11.9
"Duel noop",50254.2,"Seaquest",20182
"Duel noop",6427.3,"Space Invaders",1652
"Duel noop",89238,"Star Gunner",10250
"Duel noop",5.1,"Tennis",-8.9
"Duel noop",11666,"Time Pilot",5925
"Duel noop",211.4,"Tutankham",167.6
"Duel noop",44939.6,"Up and Down",9082
"Duel noop",497,"Venture",1188
"Duel noop",98209.5,"Video Pinball",17298
"Duel noop",7855,"Wizard of Wor",4757
"Duel noop",12944,"Zaxxon",9173
"Duel noop",23092.2,"Phoenix",2665.5
"Duel noop",0,"Pitfall!",22736.3
"Duel noop",-8857.4,"Skiing",13455
"Duel noop",2250.8,"Solaris",17118
"Duel noop",49622.1,"Yars Revenge",5650
"Duel noop",42214,"Defender",18688.9
"Duel noop",4.4,"Surround",6.5
"ES FF (1 hour) noop",994,"Alien",6875
"ES FF (1 hour) noop",112,"Amidar",1676
"ES FF (1 hour) noop",1673.9,"Assault",1496
"ES FF (1 hour) noop",1440,"Asterix",8503
"ES FF (1 hour) noop",1562,"Asteroids",13157
"ES FF (1 hour) noop",1267410,"Atlantis",29028
"ES FF (1 hour) noop",225,"Bank Heist",734.4
"ES FF (1 hour) noop",16600,"Battle Zone",37800
"ES FF (1 hour) noop",744,"Beam Rider",7456
"ES FF (1 hour) noop",686,"Berzerk",2630.4
"ES FF (1 hour) noop",30,"Bowling",154.8
"ES FF (1 hour) noop",49.8,"Boxing",4.3
"ES FF (1 hour) noop",9.5,"Breakout",31.8
"ES FF (1 hour) noop",7783.9,"Centipede",11963
"ES FF (1 hour) noop",3710,"Chopper Command",9882
"ES FF (1 hour) noop",26430,"Crazy Climber",35411
"ES FF (1 hour) noop",1166.5,"Demon Attack",3401
"ES FF (1 hour) noop",0.2,"Double Dunk",-15.5
"ES FF (1 hour) noop",95,"Enduro",309.6
"ES FF (1 hour) noop",-49,"Fishing Derby",5.5
"ES FF (1 hour) noop",31,"Freeway",29.6
"ES FF (1 hour) noop",370,"Frostbite",4355
"ES FF (1 hour) noop",582,"Gopher",2321
"ES FF (1 hour) noop",805,"Gravitar",2672
"ES FF (1 hour) noop",-4.1,"Ice Hockey",0.9
"ES FF (1 hour) noop",11200,"Kangaroo",3035
"ES FF (1 hour) noop",8647.2,"Krull",2395
"ES FF (1 hour) noop",0,"Montezuma's Revenge",4367
"ES FF (1 hour) noop",4503,"Name This Game",4076
"ES FF (1 hour) noop",21,"Pong",9.3
"ES FF (1 hour) noop",100,"Private Eye",69571
"ES FF (1 hour) noop",147.5,"Q*Bert",13455
"ES FF (1 hour) noop",5009,"River Raid",13513
"ES FF (1 hour) noop",16590,"Road Runner",7845
"ES FF (1 hour) noop",11.9,"Robotank",11.9
"ES FF (1 hour) noop",1390,"Seaquest",20182
"ES FF (1 hour) noop",678.5,"Space Invaders",1652
"ES FF (1 hour) noop",1470,"Star Gunner",10250
"ES FF (1 hour) noop",-4.5,"Tennis",-8.9
"ES FF (1 hour) noop",4970,"Time Pilot",5925
"ES FF (1 hour) noop",130.3,"Tutankham",167.6
"ES FF (1 hour) noop",67974,"Up and Down",9082
"ES FF (1 hour) noop",760,"Venture",1188
"ES FF (1 hour) noop",22834.8,"Video Pinball",17298
"ES FF (1 hour) noop",3480,"Wizard of Wor",4757
"ES FF (1 hour) noop",6380,"Zaxxon",9173
"ES FF (1 hour) noop",4041,"Phoenix",2665.5
"ES FF (1 hour) noop",0,"Pitfall!",22736.3
"ES FF (1 hour) noop",-15442.5,"Skiing",13455
"ES FF (1 hour) noop",2090,"Solaris",17118
"ES FF (1 hour) noop",16401.7,"Yars Revenge",5650
"Gorila",813.5,"Alien",6875
"Gorila",189.2,"Amidar",1676
"Gorila",1195.8,"Assault",1496
"Gorila",3324.7,"Asterix",8503
"Gorila",933.6,"Asteroids",13157
"Gorila",629166.5,"Atlantis",29028
"Gorila",399.4,"Bank Heist",734.4
"Gorila",19938,"Battle Zone",37800
"Gorila",3822.1,"Beam Rider",7456
"Gorila",54,"Bowling",154.8
"Gorila",74.2,"Boxing",4.3
"Gorila",313,"Breakout",31.8
"Gorila",6296.9,"Centipede",11963
"Gorila",3191.8,"Chopper Command",9882
"Gorila",65451,"Crazy Climber",35411
"Gorila",14880.1,"Demon Attack",3401
"Gorila",-11.3,"Double Dunk",-15.5
"Gorila",71,"Enduro",309.6
"Gorila",4.6,"Fishing Derby",5.5
"Gorila",10.2,"Freeway",29.6
"Gorila",426.6,"Frostbite",4355
"Gorila",4373,"Gopher",2321
"Gorila",538.4,"Gravitar",2672
"Gorila",8963.4,"HERO",25763
"Gorila",-1.7,"Ice Hockey",0.9
"Gorila",444,"James Bond",406.7
"Gorila",1431,"Kangaroo",3035
"Gorila",6363.1,"Krull",2395
"Gorila",20620,"Kung-Fu Master",22736
"Gorila",84,"Montezuma's Revenge",4367
"Gorila",1263,"Ms. Pacman",15693
"Gorila",9238.5,"Name This Game",4076
"Gorila",16.7,"Pong",9.3
"Gorila",2598.6,"Private Eye",69571
"Gorila",7089.8,"Q*Bert",13455
"Gorila",5310.3,"River Raid",13513
"Gorila",43079.8,"Road Runner",7845
"Gorila",61.8,"Robotank",11.9
"Gorila",10145.9,"Seaquest",20182
"Gorila",1183.3,"Space Invaders",1652
"Gorila",14919.2,"Star Gunner",10250
"Gorila",-0.7,"Tennis",-8.9
"Gorila",8267.8,"Time Pilot",5925
"Gorila",118.5,"Tutankham",167.6
"Gorila",8747.7,"Up and Down",9082
"Gorila",523.4,"Venture",1188
"Gorila",112093.4,"Video Pinball",17298
"Gorila",10431,"Wizard of Wor",4757
"Gorila",6159.4,"Zaxxon",9173
"MP-EB",27,"Freeway",29.6
"MP-EB",507,"Frostbite",4355
"MP-EB",142,"Montezuma's Revenge",4367
"MP-EB",15805,"Q*Bert",13455
"MP-EB",0,"Venture",1188
"Nature DQN",3069,"Alien",6875
"Nature DQN",739.5,"Amidar",1676
"Nature DQN",3359,"Assault",1496
"Nature DQN",6012,"Asterix",8503
"Nature DQN",1629,"Asteroids",13157
"Nature DQN",85641,"Atlantis",29028
"Nature DQN",429.7,"Bank Heist",734.4
"Nature DQN",26300,"Battle Zone",37800
"Nature DQN",6846,"Beam Rider",7456
"Nature DQN",42.4,"Bowling",154.8
"Nature DQN",71.8,"Boxing",4.3
"Nature DQN",401.2,"Breakout",31.8
"Nature DQN",8309,"Centipede",11963
"Nature DQN",6687,"Chopper Command",9882
"Nature DQN",114103,"Crazy Climber",35411
"Nature DQN",9711,"Demon Attack",3401
"Nature DQN",-18.1,"Double Dunk",-15.5
"Nature DQN",301.8,"Enduro",309.6
"Nature DQN",-0.8,"Fishing Derby",5.5
"Nature DQN",30.3,"Freeway",29.6
"Nature DQN",328.3,"Frostbite",4355
"Nature DQN",8520,"Gopher",2321
"Nature DQN",306.7,"Gravitar",2672
"Nature DQN",19950,"HERO",25763
"Nature DQN",-1.6,"Ice Hockey",0.9
"Nature DQN",576.7,"James Bond",406.7
"Nature DQN",6740,"Kangaroo",3035
"Nature DQN",3805,"Krull",2395
"Nature DQN",23270,"Kung-Fu Master",22736
"Nature DQN",0,"Montezuma's Revenge",4367
"Nature DQN",2311,"Ms. Pacman",15693
"Nature DQN",7257,"Name This Game",4076
"Nature DQN",18.9,"Pong",9.3
"Nature DQN",1788,"Private Eye",69571
"Nature DQN",10596,"Q*Bert",13455
"Nature DQN",8316,"River Raid",13513
"Nature DQN",18257,"Road Runner",7845
"Nature DQN",51.6,"Robotank",11.9
"Nature DQN",5286,"Seaquest",20182
"Nature DQN",1976,"Space Invaders",1652
"Nature DQN",57997,"Star Gunner",10250
"Nature DQN",-2.5,"Tennis",-8.9
"Nature DQN",5947,"Time Pilot",5925
"Nature DQN",186.7,"Tutankham",167.6
"Nature DQN",8456,"Up and Down",9082
"Nature DQN",380,"Venture",1188
"Nature DQN",42684,"Video Pinball",17298
"Nature DQN",3393,"Wizard of Wor",4757
"Nature DQN",4977,"Zaxxon",9173
"Prior hs",1334.7,"Alien",6875
"Prior hs",129.1,"Amidar",1676
"Prior hs",6548.9,"Assault",1496
"Prior hs",22484.5,"Asterix",8503
"Prior hs",1745.1,"Asteroids",13157
"Prior hs",330647,"Atlantis",29028
"Prior hs",876.6,"Bank Heist",734.4
"Prior hs",25520,"Battle Zone",37800
"Prior hs",31181.3,"Beam Rider",7456
"Prior hs",865.9,"Berzerk",2630.4
"Prior hs",52,"Bowling",154.8
"Prior hs",72.3,"Boxing",4.3
"Prior hs",343,"Breakout",31.8
"Prior hs",3489.1,"Centipede",11963
"Prior hs",4635,"Chopper Command",9882
"Prior hs",127512,"Crazy Climber",35411
"Prior hs",61277.5,"Demon Attack",3401
"Prior hs",16,"Double Dunk",-15.5
"Prior hs",1831,"Enduro",309.6
"Prior hs",9.8,"Fishing Derby",5.5
"Prior hs",28.9,"Freeway",29.6
"Prior hs",3510,"Frostbite",4355
"Prior hs",34858.8,"Gopher",2321
"Prior hs",269.5,"Gravitar",2672
"Prior hs",20889.9,"HERO",25763
"Prior hs",-0.2,"Ice Hockey",0.9
"Prior hs",3961,"James Bond",406.7
"Prior hs",12185,"Kangaroo",3035
"Prior hs",6872.8,"Krull",2395
"Prior hs",31676,"Kung-Fu Master",22736
"Prior hs",51,"Montezuma's Revenge",4367
"Prior hs",1865.9,"Ms. Pacman",15693
"Prior hs",10497.6,"Name This Game",4076
"Prior hs",18.9,"Pong",9.3
"Prior hs",670.7,"Private Eye",69571
"Prior hs",9944,"Q*Bert",13455
"Prior hs",11807.2,"River Raid",13513
"Prior hs",52264,"Road Runner",7845
"Prior hs",56.2,"Robotank",11.9
"Prior hs",25463.7,"Seaquest",20182
"Prior hs",3912.1,"Space Invaders",1652
"Prior hs",61582,"Star Gunner",10250
"Prior hs",-5.3,"Tennis",-8.9
"Prior hs",5963,"Time Pilot",5925
"Prior hs",56.9,"Tutankham",167.6
"Prior hs",12157.4,"Up and Down",9082
"Prior hs",94,"Venture",1188
"Prior hs",295972.8,"Video Pinball",17298
"Prior hs",5727,"Wizard of Wor",4757
"Prior hs",9474,"Zaxxon",9173
"Prior hs",16903.6,"Phoenix",2665.5
"Prior hs",-427,"Pitfall!",22736.3
"Prior hs",-10169.1,"Skiing",13455
"Prior hs",2272.8,"Solaris",17118
"Prior hs",4687.4,"Yars Revenge",5650
"Prior hs",23666.5,"Defender",18688.9
"Prior hs",5.9,"Surround",6.5
"Prior noop",4203.8,"Alien",6875
"Prior noop",1838.9,"Amidar",1676
"Prior noop",7672.1,"Assault",1496
"Prior noop",31527,"Asterix",8503
"Prior noop",2654.3,"Asteroids",13157
"Prior noop",357324,"Atlantis",29028
"Prior noop",1054.6,"Bank Heist",734.4
"Prior noop",31530,"Battle Zone",37800
"Prior noop",23384.2,"Beam Rider",7456
"Prior noop",1305.6,"Berzerk",2630.4
"Prior noop",47.9,"Bowling",154.8
"Prior noop",95.6,"Boxing",4.3
"Prior noop",373.9,"Breakout",31.8
"Prior noop",4463.2,"Centipede",11963
"Prior noop",8600,"Chopper Command",9882
"Prior noop",141161,"Crazy Climber",35411
"Prior noop",71846.4,"Demon Attack",3401
"Prior noop",18.5,"Double Dunk",-15.5
"Prior noop",2093,"Enduro",309.6
"Prior noop",39.5,"Fishing Derby",5.5
"Prior noop",33.7,"Freeway",29.6
"Prior noop",4380.1,"Frostbite",4355
"Prior noop",32487.2,"Gopher",2321
"Prior noop",548.5,"Gravitar",2672
"Prior noop",23037.7,"HERO",25763
"Prior noop",1.3,"Ice Hockey",0.9
"Prior noop",5148,"James Bond",406.7
"Prior noop",16200,"Kangaroo",3035
"Prior noop",9728,"Krull",2395
"Prior noop",39581,"Kung-Fu Master",22736
"Prior noop",0,"Montezuma's Revenge",4367
"Prior noop",6518.7,"Ms. Pacman",15693
"Prior noop",12270.5,"Name This Game",4076
"Prior noop",20.6,"Pong",9.3
"Prior noop",200,"Private Eye",69571
"Prior noop",16256.5,"Q*Bert",13455
"Prior noop",14522.3,"River Raid",13513
"Prior noop",57608,"Road Runner",7845
"Prior noop",62.6,"Robotank",11.9
"Prior noop",26357.8,"Seaquest",20182
"Prior noop",2865.8,"Space Invaders",1652
"Prior noop",63302,"Star Gunner",10250
"Prior noop",0,"Tennis",-8.9
"Prior noop",9197,"Time Pilot",5925
"Prior noop",204.6,"Tutankham",167.6
"Prior noop",16154.1,"Up and Down",9082
"Prior noop",54,"Venture",1188
"Prior noop",282007.3,"Video Pinball",17298
"Prior noop",4802,"Wizard of Wor",4757
"Prior noop",10469,"Zaxxon",9173
"Prior noop",18992.7,"Phoenix",2665.5
"Prior noop",-356.5,"Pitfall!",22736.3
"Prior noop",-9996.9,"Skiing",13455
"Prior noop",4309,"Solaris",17118
"Prior noop",11357,"Yars Revenge",5650
"Prior noop",31286.5,"Defender",18688.9
"Prior noop",8.9,"Surround",6.5
"Prior+Duel hs",823.7,"Alien",6875
"Prior+Duel hs",238.4,"Amidar",1676
"Prior+Duel hs",10950.6,"Assault",1496
"Prior+Duel hs",364200,"Asterix",8503
"Prior+Duel hs",1021.9,"Asteroids",13157
"Prior+Duel hs",423252,"Atlantis",29028
"Prior+Duel hs",1004.6,"Bank Heist",734.4
"Prior+Duel hs",30650,"Battle Zone",37800
"Prior+Duel hs",37412.2,"Beam Rider",7456
"Prior+Duel hs",2178.6,"Berzerk",2630.4
"Prior+Duel hs",50.4,"Bowling",154.8
"Prior+Duel hs",79.2,"Boxing",4.3
"Prior+Duel hs",354.6,"Breakout",31.8
"Prior+Duel hs",5570.2,"Centipede",11963
"Prior+Duel hs",8058,"Chopper Command",9882
"Prior+Duel hs",127853,"Crazy Climber",35411
"Prior+Duel hs",73371.3,"Demon Attack",3401
"Prior+Duel hs",-10.7,"Double Dunk",-15.5
"Prior+Duel hs",2223.9,"Enduro",309.6
"Prior+Duel hs",17,"Fishing Derby",5.5
"Prior+Duel hs",28.2,"Freeway",29.6
"Prior+Duel hs",4038.4,"Frostbite",4355
"Prior+Duel hs",105148.4,"Gopher",2321
"Prior+Duel hs",167,"Gravitar",2672
"Prior+Duel hs",15459.2,"HERO",25763
"Prior+Duel hs",0.5,"Ice Hockey",0.9
"Prior+Duel hs",585,"James Bond",406.7
"Prior+Duel hs",861,"Kangaroo",3035
"Prior+Duel hs",7658.6,"Krull",2395
"Prior+Duel hs",37484,"Kung-Fu Master",22736
"Prior+Duel hs",24,"Montezuma's Revenge",4367
"Prior+Duel hs",1007.8,"Ms. Pacman",15693
"Prior+Duel hs",13637.9,"Name This Game",4076
"Prior+Duel hs",18.4,"Pong",9.3
"Prior+Duel hs",1277.6,"Private Eye",69571
"Prior+Duel hs",14063,"Q*Bert",13455
"Prior+Duel hs",16496.8,"River Raid",13513
"Prior+Duel hs",54630,"Road Runner",7845
"Prior+Duel hs",24.7,"Robotank",11.9
"Prior+Duel hs",1431.2,"Seaquest",20182
"Prior+Duel hs",8978,"Space Invaders",1652
"Prior+Duel hs",127073,"Star Gunner",10250
"Prior+Duel hs",-13.2,"Tennis",-8.9
"Prior+Duel hs",4871,"Time Pilot",5925
"Prior+Duel hs",108.6,"Tutankham",167.6
"Prior+Duel hs",22681.3,"Up and Down",9082
"Prior+Duel hs",29,"Venture",1188
"Prior+Duel hs",447408.6,"Video Pinball",17298
"Prior+Duel hs",10471,"Wizard of Wor",4757
"Prior+Duel hs",11320,"Zaxxon",9173
"Prior+Duel hs",63597,"Phoenix",2665.5
"Prior+Duel hs",-243.6,"Pitfall!",22736.3
"Prior+Duel hs",-18955.8,"Skiing",13455
"Prior+Duel hs",280.6,"Solaris",17118
"Prior+Duel hs",58145.9,"Yars Revenge",5650
"Prior+Duel hs",34415,"Defender",18688.9
"Prior+Duel hs",-0.2,"Surround",6.5
"Prior+Duel noop",3941,"Alien",6875
"Prior+Duel noop",2296.8,"Amidar",1676
"Prior+Duel noop",11477,"Assault",1496
"Prior+Duel noop",375080,"Asterix",8503
"Prior+Duel noop",1192.7,"Asteroids",13157
"Prior+Duel noop",395762,"Atlantis",29028
"Prior+Duel noop",1503.1,"Bank Heist",734.4
"Prior+Duel noop",35520,"Battle Zone",37800
"Prior+Duel noop",30276.5,"Beam Rider",7456
"Prior+Duel noop",3409,"Berzerk",2630.4
"Prior+Duel noop",46.7,"Bowling",154.8
"Prior+Duel noop",98.9,"Boxing",4.3
"Prior+Duel noop",366,"Breakout",31.8
"Prior+Duel noop",7687.5,"Centipede",11963
"Prior+Duel noop",13185,"Chopper Command",9882
"Prior+Duel noop",162224,"Crazy Climber",35411
"Prior+Duel noop",72878.6,"Demon Attack",3401
"Prior+Duel noop",-12.5,"Double Dunk",-15.5
"Prior+Duel noop",2306.4,"Enduro",309.6
"Prior+Duel noop",41.3,"Fishing Derby",5.5
"Prior+Duel noop",33,"Freeway",29.6
"Prior+Duel noop",7413,"Frostbite",4355
"Prior+Duel noop",104368.2,"Gopher",2321
"Prior+Duel noop",238,"Gravitar",2672
"Prior+Duel noop",21036.5,"HERO",25763
"Prior+Duel noop",-0.4,"Ice Hockey",0.9
"Prior+Duel noop",812,"James Bond",406.7
"Prior+Duel noop",1792,"Kangaroo",3035
"Prior+Duel noop",10374.4,"Krull",2395
"Prior+Duel noop",48375,"Kung-Fu Master",22736
"Prior+Duel noop",0,"Montezuma's Revenge",4367
"Prior+Duel noop",3327.3,"Ms. Pacman",15693
"Prior+Duel noop",15572.5,"Name This Game",4076
"Prior+Duel noop",20.9,"Pong",9.3
"Prior+Duel noop",206,"Private Eye",69571
"Prior+Duel noop",18760.3,"Q*Bert",13455
"Prior+Duel noop",20607.6,"River Raid",13513
"Prior+Duel noop",62151,"Road Runner",7845
"Prior+Duel noop",27.5,"Robotank",11.9
"Prior+Duel noop",931.6,"Seaquest",20182
"Prior+Duel noop",15311.5,"Space Invaders",1652
"Prior+Duel noop",125117,"Star Gunner",10250
"Prior+Duel noop",0,"Tennis",-8.9
"Prior+Duel noop",7553,"Time Pilot",5925
"Prior+Duel noop",245.9,"Tutankham",167.6
"Prior+Duel noop",33879.1,"Up and Down",9082
"Prior+Duel noop",48,"Venture",1188
"Prior+Duel noop",479197,"Video Pinball",17298
"Prior+Duel noop",12352,"Wizard of Wor",4757
"Prior+Duel noop",13886,"Zaxxon",9173
"Prior+Duel noop",70324.3,"Phoenix",2665.5
"Prior+Duel noop",0,"Pitfall!",22736.3
"Prior+Duel noop",-19949.9,"Skiing",13455
"Prior+Duel noop",133.4,"Solaris",17118
"Prior+Duel noop",69618.1,"Yars Revenge",5650
"Prior+Duel noop",41324.5,"Defender",18688.9
"Prior+Duel noop",1.2,"Surround",6.5
"SARSA",103.2,"Alien",6875
"SARSA",183.6,"Amidar",1676
"SARSA",537,"Assault",1496
"SARSA",1332,"Asterix",8503
"SARSA",89,"Asteroids",13157
"SARSA",852.9,"Atlantis",29028
"SARSA",67.4,"Bank Heist",734.4
"SARSA",16.2,"Battle Zone",37800
"SARSA",1743,"Beam Rider",7456
"SARSA",36.4,"Bowling",154.8
"SARSA",9.8,"Boxing",4.3
"SARSA",6.1,"Breakout",31.8
"SARSA",4647,"Centipede",11963
"SARSA",16.9,"Chopper Command",9882
"SARSA",149.8,"Crazy Climber",35411
"SARSA",0,"Demon Attack",3401
"SARSA",-16,"Double Dunk",-15.5
"SARSA",159.4,"Enduro",309.6
"SARSA",-85.1,"Fishing Derby",5.5
"SARSA",19.7,"Freeway",29.6
"SARSA",180.9,"Frostbite",4355
"SARSA",2368,"Gopher",2321
"SARSA",429,"Gravitar",2672
"SARSA",7295,"HERO",25763
"SARSA",-3.2,"Ice Hockey",0.9
"SARSA",354.1,"James Bond",406.7
"SARSA",8.8,"Kangaroo",3035
"SARSA",3341,"Krull",2395
"SARSA",29151,"Kung-Fu Master",22736
"SARSA",259,"Montezuma's Revenge",4367
"SARSA",1227,"Ms. Pacman",15693
"SARSA",2247,"Name This Game",4076
"SARSA",-17.4,"Pong",9.3
"SARSA",86,"Private Eye",69571
"SARSA",960.3,"Q*Bert",13455
"SARSA",2650,"River Raid",13513
"SARSA",89.1,"Road Runner",7845
"SARSA",12.4,"Robotank",11.9
"SARSA",675.5,"Seaquest",20182
"SARSA",267.9,"Space Invaders",1652
"SARSA",9.4,"Star Gunner",10250
"SARSA",0,"Tennis",-8.9
"SARSA",24.9,"Time Pilot",5925
"SARSA",98.2,"Tutankham",167.6
"SARSA",2449,"Up and Down",9082
"SARSA",0.6,"Venture",1188
"SARSA",19761,"Video Pinball",17298
"SARSA",36.9,"Wizard of Wor",4757
"SARSA",21.4,"Zaxxon",9173
"Sarsa-e",29.9,"Freeway",29.6
"Sarsa-e",1394.3,"Frostbite",4355
"Sarsa-e",399.5,"Montezuma's Revenge",4367
"Sarsa-e",3895.3,"Q*Bert",13455
"Sarsa-e",0,"Venture",1188
"Sarsa-f-EB",0,"Freeway",29.6
"Sarsa-f-EB",2770.1,"Frostbite",4355
"Sarsa-f-EB",2745.4,"Montezuma's Revenge",4367
"Sarsa-f-EB",4111.8,"Q*Bert",13455
"Sarsa-f-EB",1169.2,"Venture",1188
"A3C-CTS",1945.66,"Alien",6875
"A3C-CTS",861.14,"Amidar",1676
"A3C-CTS",2584.4,"Assault",1496
"A3C-CTS",7922.7,"Asterix",8503
"A3C-CTS",2406.57,"Asteroids",13157
"A3C-CTS",1801392.35,"Atlantis",29028
"A3C-CTS",1182.89,"Bank Heist",734.4
"A3C-CTS",7969.06,"Battle Zone",37800
"A3C-CTS",6723.89,"Beam Rider",7456
"A3C-CTS",1863.6,"Berzerk",2630.4
"A3C-CTS",75.97,"Bowling",154.8
"A3C-CTS",15.75,"Boxing",4.3
"A3C-CTS",473.93,"Breakout",31.8
"A3C-CTS",5442.94,"Centipede",11963
"A3C-CTS",5088.17,"Chopper Command",9882
"A3C-CTS",112885.03,"Crazy Climber",35411
"A3C-CTS",30930.33,"Demon Attack",3401
"A3C-CTS",-7.84,"Double Dunk",-15.5
"A3C-CTS",694.83,"Enduro",309.6
"A3C-CTS",31.11,"Fishing Derby",5.5
"A3C-CTS",30.48,"Freeway",29.6
"A3C-CTS",325.42,"Frostbite",4355
"A3C-CTS",6611.28,"Gopher",2321
"A3C-CTS",238.68,"Gravitar",2672
"A3C-CTS",15210.62,"HERO",25763
"A3C-CTS",-6.45,"Ice Hockey",0.9
"A3C-CTS",1001.19,"James Bond",406.7
"A3C-CTS",4883.53,"Kangaroo",3035
"A3C-CTS",8605.27,"Krull",2395
"A3C-CTS",28615.43,"Kung-Fu Master",22736
"A3C-CTS",273.7,"Montezuma's Revenge",4367
"A3C-CTS",2401.04,"Ms. Pacman",15693
"A3C-CTS",7021.3,"Name This Game",4076
"A3C-CTS",20.75,"Pong",9.3
"A3C-CTS",99.32,"Private Eye",69571
"A3C-CTS",19257.55,"Q*Bert",13455
